"Indexed permissions for products",商品のインデックス付きのアクセス許可
"Indexed product/categories association",インデックスされた商品/カテゴリ提携
"Indexed product/rule association","インデックス化された 商品/ルール アソシエイション"
"Indexed rule/product association","インデックス化された ルール/商品 アソシエイション"
Indexer,インデックス処理
"Indexer Management",インデックス処理管理
Indirect,非ダイレクト
"Individual Items",個別の商品
Info:,情報:
Information,インフォメーション
"Input Type",入力形式
"Input Validation",入力値チェック
"Input Validation for Store Owner",管理画面で値チェックを行う
"Input type ""%value%"" not found in the input types list.","入力形式 ""%value%"" は入力形式リストにありません。"
"Input/Output Filter",入力/出力フィルタ
InputException,InputException
InputException.,InputException.
"Insert File",ファイル挿入
"Insert Variable...",変数の挿入...
"Insert Widget",ウィジェット挿入
"Insights API Key","インサイト API キー"
"Insights API URL","インサイト API URL"
"Installed Currencies",インストール済み通貨
Instructions,説明
Integer,整数
"Integer Number",自然数
"Integration '%1' has been sent for activation.","インテグレーション '%1' アクティベーションに送られました"
"Integration '%1' has been sent for re-authorization.","インテグレーション '%1' 再認証に送られました"
"Integration Details",インテグレーション詳細
"Integration ID is not specified or is invalid.",インテグレーションIDが指定されなかったか無効です
"Integration Info",インテグレーション情報
"Integration Tokens for Extensions",エクステンションのためのインテグレーショントークン
"Integration configuration file",統合構成ファイル
Integrations,インテグレーション
"Integrations API Configuration",外部API連携設定
"Integrations API configuration file",インテグレーションAPI設定ファイル
"Integrations Configuration",外部連携設定
"Interface Locale",インターフェイスロケール
"Internal error. Check exception log for details.",内部エラー。詳細はエクセプションログを参照してください
"International AVS response",国際AVSレスポンス
"International Economy",国際船便
"International First",国際速達
"International Ground",国際陸送
"International Priority",国際優先便
"Internet inconsistencies. The IP address  nd email domain are not consistent with the billing address","インターネットの不一致。 IPアドレスと電子メールドメインが請求先住所と一致しません"
Intersection,乗算
Interval,インターバル
"Interval Division Limit",ステップ分割制限数
"Intl Economy Freight",船便
"Intl Priority Freight",国際速達航空便
"Invalid %1. %2","無効 %1. %2"
"Invalid Callback URL",不正なコールバックURL
"Invalid Credit Card Number",不正なクレジットカード番号
"Invalid Form Key. Please refresh the page.",不正なフォームキーです。ページを再読み込みしてください。
"Invalid RMA",無効なRMA
"Invalid Rejected Callback URL",不正な除外されたコールバックURL
"Invalid Sender Email",無効な送信者メールです
"Invalid Sender Information",不正な送信者情報です。
"Invalid XML",無効なXML
"Invalid XML in file %1:\n%2","ファイル %1:\n%2 内の無効な XML"
"Invalid XML: Detected use of illegal DOCTYPE","無効なXML: 違法なDOCTYPEの使用を検知"
"Invalid address id %1","無効な住所id %1"
"Invalid alias, already exists in joint attributes",不正なエイリアスです。既に結合属性で定義されています
"Invalid amount for capture.",取込のための無効な額
"Invalid amount for refund.",返金のための無効な額
"Invalid attribute %1","無効な属性 %1"
"Invalid attribute identifier for filter (%1)","フィルターのための不正な属性のアイデンティファイア (%1)"
"Invalid block type",不正なブロックタイプ
"Invalid block type: %1","無効なブロックタイプ: %1"
"Invalid character encountered in increment ID: %1","インクリメントID中に不正な文字が見つかりました: %1"
"Invalid cookie lifetime: %1","不正な cookie の有効期限: %1"
"Invalid cookie path",不正なcookieパス
"Invalid cron expression, expecting 'from-to' structure: %1","無効のcron式で、予想'from-to' 構造: %1"
"Invalid cron expression, expecting 'match/modulus': %1","無効のcron式で、予想'match/modulus': %1"
"Invalid cron expression, expecting numeric modulus: %1","無効なcron式で、数値モジュラスが必要です。: %1"
"Invalid customer address id %1","カスタマーアドレスIDが無効です %1"
"Invalid customer id %1","無効な顧客id %1"
"Invalid data",不正なデータ
"Invalid data provided",無効なデータが提供されました
"Invalid date",不正な日付
"Invalid date specified",無効な日付が指定されました
"Invalid domain name: %1","不正なドメイン名: %1"
"Invalid download link type.",不正なダウンロードリンクです。
"Invalid entity_type specified: %1","無効なエンティティタイプが指定されました: %1"
"Invalid export type supplied for grid export block",不正なエクスポートタイプがグリッドエクスポートブロックに使われました
"Invalid file format.",無効なフォーマット
"Invalid file upload attempt",不正なファイルがアップロードされました
"Invalid file upload attempt.",不正なファイルがアップロードされました.
"Invalid format.",無効なフォーマット
"Invalid item option format.",不正な商品オプションフォーマットです。
"Invalid joint fields",不正な結合フィールド
"Invalid login or password.",ログイン名かパスワードが違います。
"Invalid method %1::%2","メソッドが無効です %1::%2"
"Invalid method: %1","無効なメソッド: %1"
"Invalid name of tax class specified.",無効な名前の税クラスが指定されました
"Invalid option id %1","不正なオプション id %1"
"Invalid order",注文が無効です
"Invalid parent block for this block",不正な親ブロックです。
"Invalid product data: %1","不明な商品データ: %1"
"Invalid product id. Should be numeric value greater than 0","無効な商品IDです。 0より大きい数値である必要があります"
"Invalid product list type",不正な商品リスト
"Invalid regular expression: ""%1"".","不正なレギュラー表現: ""%1""."
"Invalid response from carrier",キャリアからの応答が無効です
"Invalid rotation mode type",不正なローテーションモード
"Invalid sender data",不正な送信者データ
"Invalid shipping method",不正な送付方法です
"Invalid store parameter.",ストアパラメータが無効です。
"Invalid token to except",予期された不正なトークン
"Invalid transaction ID.","無効なトランザクション ID."
"Invalid transactional email code: %1","不正なトランザクション用Emailコード: %1"
"Invalid type",不正なタイプ
"Invalid type of tax class ""%1""","無効なタイプの税クラス ""%1"""
"Invalid type supplied",無効なタイプが提供されました
"Invalid value in Store column (store does not exists?)",ストア列に不正な値（ストアが存在しない？）
"Invalid value of ""%value"" provided for the %fieldName field.","%fieldNameフィールドに指定された ""%value"" の値が無効です。"
"Invalid value(s) for Qty to Ship",不正な出荷数量です
"Invalid value. Because the request contains an unexpected value, a default value was substituted. Although the transact on can still be processed, examine the request carefully for abnormalities in the order",値が無効です。要求に予期しない値が含まれているため、デフォルト値が代入されました。取引は依然として処理することができますが、注文の異常値を慎重に検討してください
"Invalid video url","無効なビデオ url"
InvalidArgumentException,InvalidArgumentException
Invalidated,期限切れ
Inventory,在庫
"Inventory Section",インベントリセクション
"Inventory Stock Status",在庫の状態
"Invitation Conversion to Order Reward",招待者が購入した際にポイント加算対象にする注文
"Invitation Information",招待情報
"Invitation Message",招待メッセージ
"Invitation Report by Customers",顧客の招待レポート
"Invitation Report by Order Conversion Rate",注文コンバージョン率のレポート
"Invitation Section",招待セクション
"Invitation URL",招待URL
"Invitation for same email address",同じメールアドレスの招待状
"Invitation to Customer Conversions Quantity Limit",成果として扱う招待からの会員登録の上限数
"Invitation to Order Conversions Quantity Limit",成果として扱う招待からの注文の上限数
Invitations,招待
"Invitations Accepted",招待受付済
"Invitations Information",招待情報
"Invitations Report",招待状レポート
"Invitations Sent",招待送信済
"Invite to join Private Sales Site",プライベートセールスサイトに招待する
"Invite your friends by entering their email addresses",友達のメールアドレスを入力して招待する
"Invited Customers",招待された顧客
"Invited Customers Report",招待顧客レポート
Invitee,被招待者
"Invitee Group",被招待者グループ
"Invitee Information",被招待者情報
"Inviter Information",招待者情報
Invoice,請求
"Invoice #",請求書番号
"Invoice #%1 comment added","領収書 #%1 コメント追加されました"
"Invoice #%1 created","領収書 #%1 作成されました"
"Invoice #%1 | %2 | %4 (%3)","請求書 #%1 | %2 | %4 (%3)"
"Invoice Comment Email Sender",請求コメントEメール送信者
"Invoice Comment Email Template",請求書コメントメールテンプレート
"Invoice Comment Email Template for Guest",ゲスト用の注文コメントメールテンプレート
"Invoice Comments",請求書コメント
"Invoice Date",請求日
"Invoice Email Sender",請求書メール送信者
"Invoice Email Template",請求書メールテンプレート
"Invoice Email Template for Guest",ゲスト用の請求書メールテンプレート
"Invoice History",請求書履歴
"Invoice ID",請求書ID
"Invoice Report",インボイスレポート
"Invoice Totals",請求書合計
"Invoice and Packing Slip Design",請求書と納品書のデザイン
"Invoice and Ship",請求と配送
"Invoice and shipment types do not match for some items on this order. You can create a shipment only after creating the invoice.",請求書と送付タイプの幾つかがこの注文ではマッチしません。送付は請求書を作成後のみに作成することができます
"Invoice canceling error",領収書キャンセルエラー
"Invoice capturing error",領収書キャプチャリングエラー
"Invoice for your %store_name order",%store_nameオーダーの請求書
"Invoice voiding error",請求書無効化エラー
Invoiced,請求済
"Invoiced Orders",インボイス注文
Invoices,請求書
"Is Active",有効
"Is Closed",クローズ済
"Is Default",標準
"Is Gateway",はゲートウェイです
"Is Listed",一覧
"Is Required",必須
"Is Searcheable",検索可能
"Is this downloadable Product?",これはダウンロード商品ですか？
"It is recommended to set this value to ""Debit or Credit Card"" per store views.","この値をストアビュー毎""デビットかクレジットカード""にセットすることをおすすめします。"
"It is recommended to set this value to ""PayPal"" per store views.","ストアのビューごとにこの値を ""PayPal"" に設定することをお勧めします。"
"It's a default billing address.",標準の請求先
"It's a default shipping address.",標準の配送先
"It's time to <a href=""%1"">change your password</a>.","<a href=""%1"">パスワードを変更</a>する時期です。"
"It's time to change your password.",パスワードを変更する時期です。
Item,商品
"Item %1 %2 %3:","商品 %1 %2 %3:"
"Item Condition",商品状態
"Item Price",アイテム価格
"Item Status",商品状況
"Item ordered qty",オーダーされた商品数量
"Item qty declaration error",商品量宣言エラー
"Item totals are not set for the rule.",商品合計はルールのために設定されていない
Items,アイテム
"Items %1 to %2 of %3 total","%1 から %2 のアイテムの %3 合計"
"Items %1-%2 of %3",%3の商品%1-%2
"Items Invoiced",請求済個数
"Items Ordered",注文済商品
"Items Quantity",商品点数
"Items Refunded",払戻された商品
"Items Return Requested For",返品リクエスト
"Items Shipped",配送済商品
"Items Subselection",商品の仮選択
"Items in Cart",点の商品
"Items in Your Shopping Cart",ショッピングカートにある商品
"Items in the Package",梱包内の商品
"Items to Refund",払戻商品
"Items to Ship",配送する商品
"JS Editor",JSエディター
"JavaScript Settings",JavaScript設定
"JavaScript may be disabled in your browser.",Javascriptがブラウザで無効になっているかもしれません。
"JavaScript seems to be disabled in your browser.","JavaScriptがお使いのブラウザで無効になっているようです。"""
JavaScript/CSS,JavaScript/CSS
"JavaScript/CSS Cache",JavaScript/CSSキャッシュ
Jetline,ジェットライン
"Job Code",ジョブコード
"Joint field or attribute expression with this alias is already declared",結合フィールドか属性のエイリアスは既に定義されています
"Jot us a note and we’ll get back to you as quickly as possible.",お問い合わせいただければ、可能な限り早くお返事させていただきます。
"Jumbo box",ジャンボボックス
Key,キー
Keyword,キーワード
Kilograms,キログラム
"Kount Merchant ID",KountマーチャントID
Label,ラベル
Labels,ラベル
"Landing Page",ランディングページ
Language,言語
Large,ラージ
"Large Express Box",大型エクスプレスボックス
"Last 24 Hours",直近24時間
"Last 7 Days",直近7日
"Last Activity",最近の行動
"Last Added Items",最後に追加した商品
"Last Correlation ID",前回の相関ID
"Last Credit Memo Created Date",直近のクレジットメモ作成日
"Last Date Subscribed",最終購読日
"Last Date Unsubscribed",最終購読解除日
"Last Generated",最終作成日
"Last Invoice Created Date",直近の請求書作成日
"Last Logged In (%1):",前回ログイン(%1):
"Last Logged In:",最終ログイン日:
"Last Name",姓
"Last Notified",最終通知日
"Last Occurrence",前回の発生
"Last Ordered Items",最終注文商品
"Last Orders",前回の注文
"Last Outcome",最後の実行結果
"Last Review",最新のレビュー
"Last Run",前回の実行
"Last Search Terms",前回の検索
"Last Sent",前回の送信
"Last Transaction ID","前回のトランザクション ID"
"Last Update",最終更新
"Last login",最終ログイン
"Last ordered items (%1)",最後に注文した商品(%1)
"Last updated: %1. To refresh last day's <a href=""%2"">statistics</a>, click <a href=""%3"">here</a>.","最終更新日： %1。最終日の<a href=""%2"">統計情報を更新するには、<a href=""%3"">こちら</a>をクリックしてください。"
"Layered Navigation",絞込検索
"Layered Navigation Price Step",絞込検索での価格区切り
Layout,レイアウト
"Layout Update XML",レイアウトXMLを更新する
"Layout Updates",レイアウト更新
"Layout building instructions",レイアウト構築の指示
Layouts,レイアウト
"Learn More",もっと詳しく
"Learn more",もっと詳しく知る
"Leave Comment",コメントを残す
"Leave a box blank if you don't want to add a gift message for that item.",この商品にギフトメッセージを希望されない場合は空欄にしておいてください。
"Leave a box blank if you don't want to add gift wrapping for whole order.",オーダー全体のギフトラッピングを追加しない場合は、空白のままにしておきます。
"Leave empty for access from any location.",どこからでもアクセス可能にする場合は空白にしてください。
"Leave empty for default (15 minutes).",空白の場合は、初期値(15分)になります。
"Leave this box blank if you don't want to leave a gift message for the entire order.",もし全体の注文にギフトメッセージを残したくない場合はこのボックスを空にしてください。
"Leave this field empty if you wish to use the tax identifier.",税アイデンティファイアーを使いたければこのフィールドを空白にしてください。
Length,長さ
"Less than",未満
"Less than or equal to",以下
Letter,手紙
Letters,文字列
"Letters (a-z, A-Z) or Numbers (0-9)","アルファベット(a-z, A-Z)または数字(0-9)"
"Letters only please",文字のみにしてください
"Letters or punctuation only please",文字あるいは句読点のみにしてください
"Letters, numbers, spaces or underscores only please",文字、数字、スペースまたはアンダースコアのみにしてください
"Library Mail",図書メール
"Lifetime (days)","有効期限 (日)"
"Lifetime Sales",セール期間
"Limit Sending By",送信制限
"Limit the number of password reset request per hour. Use 0 to disable.",1時間あたりに実行できるパスワードリセットの回数です。0の場合は無効です。
"Lines Count",行数
Link,リンク
"Link Text",リンクテキスト
"Link URL must have valid format.",リンクURLは有効なフォーマットでなければなりません
"Link file not provided","リンク ファイルは提供されません。"
"Link for Google",Googleへリンク
"Link price must have numeric positive value.",リンクの値段は正の数値でなければなりません
"Link to Specified CMS Hierarchy Node",特定のCMSヒエラルキーノードにリンクする
"Link to a CMS Page",CMSページにリンク
"Link to a Specified Category",特定のカテゴリにひもづける
"Link to a Specified Product",指定商品にリンク
"Link to the New Order",新しい注文へのリンク
"Link to the Previous Order",前の注文へのリンク
Links,リンク
"Links can be purchased separately",リンクは個別に購入可能
List,リスト
"List (default) / Grid","リスト（デフォルト） /グリッド"
"List Mode",リストモード
"List Only",リストのみ
"List Style",リストスタイル
"List Type",リストタイプ
"List all open Catalog Events as a Paginated Carousel",すべての展開中のカタログイベントリストをページ表示したカルーセルでリストする
"List of Products",商品一覧
"List of Products Recently Viewed by Visitor",訪問者に最近閲覧された商品のリスト
"List of Products that are set as New",新着商品リスト
"List property for the catalog page","カタログ ページのリストプロパティ"
"List property for the cross-sell block",クロスセルブロックのリストプロパティ
"List property for the related products block",関連商品ブロックのリストプロパティ
"List property for the search results page",検索結果ページのリストプロパティ
"List property for the up-sell block",アップセルブロックのリストプロパティ
Listed,リスト済み
"Lister Block",リストブロック
Live,本番
"Live API Key",ライブAPIキー
"Live API Password",ライブAPIパスワード
"Live Account",有効なアカウント
"Live Client-side Encryption Key",ライブクライアント側の暗号化キー
"Load Template",テンプレートを読み込む
"Load a list of SKUs",SKUのリストを読み込む
"Load customer quote error",顧客の見積もり読み込みエラー
"Load default template",標準のテンプレートを読み込む
Loading...,読み込み中…
"Local Server",ローカルサーバ
"Local Storage seems to be disabled in your browser.",ローカルストレージがブラウザで無効になっています
"Local Time",現地時間
Locale,ロケール
"Locale Options",ロケールオプション
"Localized Exception",ローカライズ例外
"Localized Exception.","Localized Exception."
LocalizedException,LocalizedException
Location,場所
Locked,ロックされた
"Locked Users",ロック中のユーザー
"Lockout Time (minutes)","ロックアウト時間 (分)"
"Log Archiving Frequency",ログアーカイブ頻度
"Log Details",ログの詳細
"Log Entries",ログエントリ
"Log Entry #%1","ログエントリ #%1"
"Log Entry Details",ログエントリ詳細
"Log Entry Lifetime, Days",ログエントリ保存期間
"Log Files",ログファイル
"Log JS Errors to Session Storage",JSエラーをセッションストレージに記録する
"Log JS Errors to Session Storage Key",JSエラーをセッションストレージキーに記録する
"Log out all other sessions",他のすべてのセッションをログアウトする
"Log trace:",ログトレース:
Logging,ロギング
Logic,ロジック
Login,ログイン
"Login Options",ログインオプション
"Login is Case Sensitive",ログインIDの大文字小文字を区別する
"Login successful.",ログインに成功しました
"Logo Height",ロゴ高さ
"Logo Image",ロゴ画像
"Logo Image Alt",ロゴイメージAlt
"Logo Width",ロゴ幅
"Logo for HTML Print View",HTML印刷画面のロゴ
"Logo for PDF Print-outs (200x50)","PDF印刷のロゴ (200x50)"
Logs,ログ
Long,ロング
"Low Code Pool Threshold",最小コードプール閾値
"Low Stock",在庫薄
"Low Stock Products",在庫が残り僅かな商品
"Low Stock Report",在庫が少ないレポート
"Low stock",在庫薄
"Lower Alpha (a, b, c, ...)","小文字のアルファベット(a, b, c, ...)"
"Lower Roman (i, ii, iii, ...)","小文字のローマ数字 (i, ii, iii, ...)"
"MD5 Secret for Transactions",トランザクションのMD5秘密
MM,月
Machinable,マシンナブル
Magento,Magento
"Magento Admin",Magento管理者
"Magento Admin Panel",Magento管理画面
"Magento Connect",Magentoコネクト
"Magento Marketplace",Magentoマーケットプレイス
"Magento Web API",MagentoウェブAPI
"Magento has a thriving ecosystem of technology partners to help merchants and brands deliver the best possible customer experiences. They are recognized as experts in eCommerce, search, email marketing, payments, tax, fraud, optimization and analytics, fulfillment, and more. Visit the Magento Partner Directory to see all of our trusted partners.","Magentoは小売業やブランドがベストな顧客体験を得られるようにするために急成長エコシステムの技術パートナーを持っています。彼らはeコマース、検索、eメールマーケティング、支払い、詐欺行為、適正化、分析、履行その他のエキスパートとして認知されています。 Magentoパートナーディレクトリーにて我々の信頼あるパートナーの一覧を御覧ください。"
"Magento root directory",Magentoルートディレクトリ
"Mail Sending Settings",メール送信設定
"Main Navigation Menu Options",メインナビゲーションメニューオプション
"Main Table",メインテーブル
"Maintenance Mode",メンテナンスモード
"Maintenance mode",メンテナンスモード
"Major System Messages",メジャーなシステムメッセージ
"Make Check Payable to",小切手の振出先を指定
"Make Check payable to",小切手支払を可能にする
"Make Check payable to:",小切手支払を可能にする:
"Make Check payable to: %1","小切手の振出先を指定: %1"
"Make sure that base URL ends with '/' (slash), e.g. http://yourdomain/magento/","BaseURLは”/”で終了させてください。 例：http://yourdomain/magento/"
"Make sure that static block content does not reference the block itself.",静的ブロックコンテンツがブロック自身を参照しないように気をつけてください。
"Make sure the To Date is later than or the same as the From Date.",終了時期は開始時期より後か同じであることを確認してください
"Make sure to enter a limit value, or reminder emails will be re-issued to customers in a loop.",制限値を必ず入力してください。リマインダーメールはループ内で顧客に再発行されます。
"Make sure your file isn't more than %1M.",ファイルが%1Mを超えてないことを確認してください。
Male,男性
Manage,管理
"Manage Addresses",住所管理
"Manage Attribute Sets",属性セット管理
"Manage Catalog Categories",カタログカテゴリ管理
"Manage Categories",カテゴリ管理
"Manage Coupon Codes",クーポンコード管理
"Manage Currency Rates",為替レート管理
"Manage Customer Address Attributes",顧客住所属性管理
"Manage Customer Attributes",顧客属性管理
"Manage Customers",顧客管理
"Manage Design",デザイン管理
"Manage Encryption Key",暗号化キー管理
"Manage Form Types",フォーム種別管理
"Manage Hierarchies",階層の管理
"Manage Items",商品管理
"Manage Label / Options",ラベルとオプションの管理
"Manage Labels",ラベル管理
"Manage Options (Values of Your Attribute)","オプション管理 (属性の値)"
"Manage Pages",ページ管理
"Manage Product Attributes",商品属性管理
"Manage Product Sets",商品セット管理
"Manage RMA Item Attributes",RMA商品属性管理
"Manage Ratings",評価管理
"Manage Reward Exchange Rates",ポイント換算レート
"Manage Reward Points Balances",ポイント残高の管理
"Manage Segments",セグメント管理
"Manage Shopping Cart",ショッピングカート管理
"Manage Stock",在庫管理
"Manage Store Views",ストアビュー管理
"Manage Stores",ストア管理
"Manage Swatch (Values of Your Attribute)","スワッチ管理 (属性の値)"
"Manage Tax Rates",税率管理
"Manage Tax Rules",課税方法管理
"Manage Titles (Size, Color, etc.)","タイトル管理(サイズ;色, etc.)"
"Manage Websites",ウェブサイト管理
"Manage Widget Instances",ウィジェットインスタンス管理
"Manage carts",カートを管理する
Manual,手動
Manually,手動
"Mark as Read",既読にする
"Marked as suspect. The billing or shipping address is similar to an address previously marked as suspect",疑わしいとマークされています。請求または配送先住所は、以前に疑わしいとマークされた住所と似ています
Marketing,マーケティング
"Mask for Meta Description",メタ詳細のマスク
"Mask for Meta Keywords",メタキーワードのためのマスク
"Mask for Meta Title",メタタイトルのためのマスク
"Mask for SKU",SKUのマスク
"Mass Actions",マスアクション
"Mass Add",一括追加
"Mass Delete",一括削除
"Mass Pay Payment",総合Pay支払
"Mass Update",一括更新
"Match products by rule",ルールに基づいて商品を照合する
Matched,一致
"Matched %1 Customers of Segment %2","セグメント %2の一致した %1 の顧客"
"Matched (CVV2)","合致 (CVV2)"
"Matched (CVV2CSC)","合致 (CVV2CSC)"
"Matched Address only (no ZIP)","住所のみ合致 (ZIPなし)"
"Matched Address only (no ZIP) International","住所のみ合致 (ZIPなし) 海外配送"
"Matched At",一致
"Matched Customers",一致した顧客
"Matched Customers (%1)","一致した顧客 (%1)"
"Matched Postal Code only (no Address)",郵便番号のみ合致(住所なし)
"Matched Product %1","一致した商品 %1"
"Matched five-digit ZIP only (no Address)","5桁ZIPのみ (住所なし)"
"Max Characters",最大文字数
"Max Emails Allowed to be Sent",許可された送信された最大のメール数
"Max Invitations Allowed to be Sent at One Time",一度に送信できる招待メールの件数
"Max Number of Password Reset Requests",パスワードリセットリクエストの送信回数
"Max Products Sent in 1 Hour",1時間あたりの最大送信件数
"Max Recipients",最大受信者数
"Max file size to upload %1M",アップロードできるファイルの最大サイズは%1M
"Max image size %1M","最大画像サイズ %1M"
"Max. Downloads",最大ダウンロード
"Maximal Depth",最小深度
Maximum,最大
"Maximum %1 email addresses allowed.","最大 %1 メールアドレスが可能"
"Maximum %1 email addresses.","最大 %1 のメールアドレス。"
"Maximum %1 registrants.","最大 %1 人の登録者。"
"Maximum Emails per One Run",1回の実行あたりの最大メール数
"Maximum File Size",最大ファイルサイズ
"Maximum File Size (bytes)","最大ファイルサイズ (バイト)"
"Maximum Image Height (px)","最大画像高さ (px)"
"Maximum Image Size",最大画像サイズ
"Maximum Image Width (px)","最大画像横幅 (px)"
"Maximum Login Failures to Lockout Account",アカウントロックをするログイン失敗回数
"Maximum No of URLs Per File",ファイルごとのURLの最大数
"Maximum Number of Price Intervals",価格ステップの最大数
"Maximum Number of Products in Cross-Sell Product List",クロスセル商品リストの最大商品点数
"Maximum Number of Products in Related Products List",関連商品リストの最大商品点数
"Maximum Number of Products in Upsell Product List",アップセル商品リストの最大商品点数
"Maximum Order Total",注文合計最大値
"Maximum Package Weight (Please consult your shipping carrier for maximum supported shipping weight)",最大積載重量(配送業者にお問い合わせください)
"Maximum Qty Allowed for Shipping to Multiple Addresses",複数配送で許可する最大個数
"Maximum Qty Allowed in Shopping Cart",カートの中で許可する最大個数
"Maximum Qty Discount is Applied To",値引を適用する最大個数
"Maximum Query Length",最大クエリ文字数
"Maximum Registrants",最大登録者
"Maximum Sent Emails Threshold",電子メールの最大送信数のしきい値
"Maximum Text Length",最大文字数
"Maximum balance is reached",最大残高に達しました
"Maximum error count has been reached or system error is occurred!",エラーカウントが最大値に達したかシステムエラーが発生しました！
"Maximum image height",画像の最大高さ
"Maximum image width",画像の最大幅
"Maximum length must be less then %1 characters.","最大長は %1 文字未満でなければなりません。"
"Maximum length of the message is %1 characters.","メッセージの最大長は %1 文字です。"
"Maximum number of characters:",最大文字数:
"Maximum number of price intervals is 100",価格ステップの最大数は100です
"Maximum number of products this rule can apply to (up to 20).",このルールを適用できる商品の最大数（最大20）。
"Maximum sender name length is 255. Please correct your settings.",送信者名の長さは最大255文字です。設定を見なおしてください。
"Maximum shipping amount allowed to refund is: %1","返金が許された最大の発送額は: %1"
"Maximum value",最大値
"Maximum: %1","最大: %1"
"May be empty or start with {{secure_base_url}}, or {{unsecure_base_url}} placeholder.",空白か{{secure_base_url}か{{unsecure_base_url}}プレースホルダーで始まっているか
"May be empty or start with {{unsecure_base_url}} placeholder.",空白か{{unsecure_base_url}}プレースホルダーで始まっているか
"Media (.avi, .flv, .swf)","メディアファイル(.avi, .flv, .swf)"
"Media Gallery",メディアギャラリー
"Media Gallery converter should be an instance of EntryConverterInterface.",メディアギャラリーコンバーターはEntryConverterInterfaceのインスタンスでなければなりません。
"Media Image",メディアイメージ
"Media Mail",メディアメール
"Media Storage",メディアストレージ
"Medical express",メディカルエクスプレス
Medium,ミディアム
"Medium Express Box",中型エクスプレスボックス
"Memo Total",メモ合計
Menu,メニュー
"Menu Detalization",メニューデータ化
"Menu Layout",メニューレイアウト
Merchandise,物品
"Merchant Account",マーチャントアカウント
"Merchant Account ID",マーチャントアカウントID
"Merchant Country",マーチャントの国
"Merchant ID",マーチャントID
"Merchant Location",マーチャントの場所
"Merchant MD5",マーチャントMD5
"Merchant Protection Eligibility",マーチャント保護適正
"Triggered Fraud Filters",不正フィルタを発動
"Merchant Referral Bonus",マーチャント関連付けボーナス
"Merchant's Email",マーチャントメールアドレス
"Merge CSS Files",CSSファイルをマージする
"Merge JavaScript Files",Javascriptファイルをマージする
"Merge conflict with existing synonym group(s): %1","競合を既存の同義語グループとマージします: %1"
"Message from %customer_name:",%customer_nameからのメッセージ:
"Message from %sender_name:",%sender_nameからのメッセージ:
"Message has been rejected: %1","メッセージは拒否されました: %1"
"Message length must not exceed %1 symbols","メッセージの長さは %1 文字以上でなければなりません。"
Message:,メッセージ:
"Messages Inbox",受信箱
"Meta Description","Meta Description"
"Meta Keywords","Meta Keywords"
"Meta Title","Meta Title"
"Meter Number",メートル番号
Method,メソッド
"Method ""%1"" is not defined in ""%2""","%1 メソッドは %2 で定義されていません。"
"Method Name",配送方法名
"Min Time Between Password Reset Requests",パスワードリセットリクエストの最短間隔
"Minification is not applied in developer mode.",縮小は開発モードでは適用されません。
"Minify CSS Files",CSSファイルを圧縮する
"Minify Html",Htmlを圧縮
"Minify JavaScript Files","JavaScriptファイルを圧縮する"
"CSS Settings","CSS設定"
"Minimal Query Length",最少クエリ文字数
"Minimal value",最小値
Minimum,最小
"Minimum Advertised Price",希望小売価格
"Minimum Amount",最低金額
"Minimum Balance in order to redeem: %1.","交換するための最低残高: %1."
"Minimum Order Amount",最小注文金額
"Minimum Order Total",注文合計最小値
"Minimum Package Weight (Please consult your shipping carrier for minimum supported shipping weight)",最小梱包重量（配送業者にお問い合わせください）
"Minimum Password Length",最短パスワード文字数
"Minimum Qty",最小個数
"Minimum Qty Allowed in Shopping Cart",カートの中で許可する最小個数
"Minimum Search query length is %1","最低限の検索クエリの長さは %1"
"Minimum Stock Threshold",最小在庫しきい値
"Minimum Text Length",最小文字数
"Minimum of different classes of characters in password is %1. Classes of characters: Lower Case, Upper Case, Digits, Special Characters.","パスワードには最低でも %1種類の文字を含めてください。文字の種類は次のとおりです: 小文字, 大文字, 数字, 記号"
"Minimum order amount is %1","最低注文額は %1"
"Minimum: %1","最小: %1"
Mins,分
Minute,分
"Minute Intervals",分間隔
"Minute of the Hour",時間の分
"Miscellaneous Feeds",利用可能なフィード
"Miscellaneous HTML","色々な HTML"
"Missed if Not Run Within",遅延とみなす時間
"Missing search engine parameter.",検索エンジンパラメータがありません。
Mixed,混じった
"Mobile Payment (made via a mobile phone)","携帯支払 (携帯からの支払)"
"Mobile Verification",モバイル検証
Mode,モード
Model,モデル
Modified,更新日
"Modify your search.",検索を修正
Modules,モジュール
Month,月
Monthly,月ごと
"More Choices:",おすすめ商品:
"More Information",その他の情報
"More Partners",更なるパートナー
"More information",詳細情報
"More than one node matching the query: %1","クエリに一致する 1 つ以上のノード: %1"
"Most Viewed",最も閲覧された
"Most Viewed Products",最も閲覧された商品
"Most Viewed Products Report",最も閲覧されている商品レポート
Move,移動
"Move Selected to Wish List",欲しいものリストに移動
"Move low stock to top",低在庫をトップに移動
"Move out of stock to bottom",在庫切れを底に移動
"Move to Archive",アーカイブへ移動
"Move to Order Management",注文管理に移動
"Move to Shopping Cart",ショッピングカートへ移動
"Move to Wish List",お気に入りに移動
"Move to Wishlist",欲しいものリストに移動
"Multi-address Description Message",複数住所概要メッセージ
"Multi-address Error to Show in Shopping Cart",ショッピングカート内に表示する複数住所エラーメッセージ
"Multiple Line",複数行
"Multiple Select",複数選択
"Multiple value separator",複数値仕分け
